seed,test_idx,hbr_multiplier,hbr_shift,window_length,add_hbr,accuracy
43,2,3,1,30,True,0.5453787120453787
43,2,3,1,30,False,0.539039039039039
43,2,3,2,15,True,0.5208333333333334
43,2,3,2,15,False,0.48930180180180183
43,2,3,2,20,True,0.5092070092070092
43,2,3,2,20,False,0.4876744876744877
43,2,3,2,30,True,0.539039039039039
43,2,3,2,30,False,0.5155155155155156
43,2,3,3,15,True,0.49859234234234234
43,2,3,3,15,False,0.45903716216216217
43,2,3,3,20,True,0.5029700029700029
43,2,3,3,20,False,0.46332046332046334
43,2,3,3,30,True,0.5523857190523858
43,2,3,3,30,False,0.4387721054387721
43,2,5,0,15,True,0.5032376126126126
43,2,5,0,15,False,0.486768018018018
43,2,5,0,20,True,0.5331155331155332
43,2,5,0,20,False,0.546035046035046
43,2,5,0,30,True,0.5527193860527194
43,2,5,0,30,False,0.5256923590256923
43,2,5,1,15,True,0.4970439189189189
43,2,5,1,15,False,0.504786036036036
43,2,5,1,20,True,0.5166320166320166
43,2,5,1,20,False,0.489010989010989
43,2,5,1,30,True,0.5453787120453787
43,2,5,1,30,False,0.539039039039039
43,2,5,2,15,True,0.5208333333333334
43,2,5,2,15,False,0.43398085585585583
43,2,5,2,20,True,0.5092070092070092
43,2,5,2,20,False,0.46762696762696765
43,2,5,2,30,True,0.539039039039039
43,2,5,2,30,False,0.48415081748415084
43,2,5,3,15,True,0.49859234234234234
43,2,5,3,15,False,0.46903153153153154
43,2,5,3,20,True,0.5029700029700029
43,2,5,3,20,False,0.4778734778734779
43,2,5,3,30,True,0.5523857190523858
43,2,5,3,30,False,0.47147147147147145
43,3,1,0,15,True,0.5372205284552846
43,3,1,0,15,False,0.6190294715447154
43,3,1,0,20,True,0.6794425087108014
43,3,1,0,20,False,0.6455373894398284
43,3,1,0,30,True,0.6857874134296899
43,3,1,0,30,False,0.6520626317374285
43,3,1,1,15,True,0.6465955284552846
43,3,1,1,15,False,0.5664380081300813
43,3,1,1,20,True,0.6529080675422139
43,3,1,1,20,False,0.645805414098097
43,3,1,1,30,True,0.6576332429990966
43,3,1,1,30,False,0.6618488407106293
43,3,1,2,15,True,0.5417936991869918
43,3,1,2,15,False,0.5746951219512195
43,3,1,2,20,True,0.6472795497185742
43,3,1,2,20,False,0.5852318413294023
43,3,1,2,30,True,0.662451068955134
43,3,1,2,30,False,0.5888286660644384
43,3,1,3,15,True,0.5275660569105691
43,3,1,3,15,False,0.5238821138211383
43,3,1,3,20,True,0.67971053336907
43,3,1,3,20,False,0.6139104797641383
43,3,1,3,30,True,0.657934357121349
43,3,1,3,30,False,0.6288768443239988
43,3,3,0,15,True,0.5372205284552846
43,3,3,0,15,False,0.629954268292683
43,3,3,0,20,True,0.6794425087108014
43,3,3,0,20,False,0.6273117126775664
43,3,3,0,30,True,0.6865401987353207
43,3,3,0,30,False,0.6520626317374285
43,3,3,1,15,True,0.6465955284552846
43,3,3,1,15,False,0.5651676829268293
43,3,3,1,20,True,0.6529080675422139
43,3,3,1,20,False,0.6387027606539801
43,3,3,1,30,True,0.6576332429990966
43,3,3,1,30,False,0.657031014754592
43,3,3,2,15,True,0.5417936991869918
43,3,3,2,15,False,0.5471290650406504
43,3,3,2,20,True,0.6472795497185742
43,3,3,2,20,False,0.5842937550254623
43,3,3,2,30,True,0.662451068955134
43,3,3,2,30,False,0.6168322794339054
43,3,3,3,15,True,0.5275660569105691
43,3,3,3,15,False,0.5509400406504065
43,3,3,3,20,True,0.67971053336907
43,3,3,3,20,False,0.57357276869472
43,3,3,3,30,True,0.657934357121349
43,3,3,3,30,False,0.5953026196928636
43,3,5,0,15,True,0.5372205284552846
43,3,5,0,15,False,0.546875
43,3,5,0,20,True,0.6794425087108014
43,3,5,0,20,False,0.6468775127311712
43,3,5,0,30,True,0.6857874134296899
43,3,5,0,30,False,0.6656127672387835
43,3,5,1,15,True,0.6465955284552846
43,3,5,1,15,False,0.5627540650406504
43,3,5,1,20,True,0.6529080675422139
43,3,5,1,20,False,0.6200750469043153
43,3,5,1,30,True,0.6576332429990966
43,3,5,1,30,False,0.6446853357422463
43,3,5,2,15,True,0.5417936991869918
43,3,5,2,15,False,0.508765243902439
43,3,5,2,20,True,0.6472795497185742
43,3,5,2,20,False,0.5659340659340659
43,3,5,2,30,True,0.662451068955134
43,3,5,2,30,False,0.6278229448961157
43,3,5,3,15,True,0.5275660569105691
43,3,5,3,15,False,0.5013973577235772
43,3,5,3,20,True,0.67971053336907
43,3,5,3,20,False,0.5892522112034307
43,3,5,3,30,True,0.657934357121349
43,3,5,3,30,False,0.6294790725685034
43,4,1,0,15,True,0.7179307116104869
43,4,1,0,15,False,0.7165262172284644
43,4,1,0,20,True,0.7484874675885912
43,4,1,0,20,False,0.7836769971601433
43,4,1,0,30,True,0.7425440421695103
43,4,1,0,30,False,0.761825495907893
43,4,1,1,15,True,0.6871488764044944
43,4,1,1,15,False,0.6420880149812734
43,4,1,1,20,True,0.7498456599580196
43,4,1,1,20,False,0.7677491048277565
43,4,1,1,30,True,0.6942710500762935
43,4,1,1,30,False,0.7725065889859898
43,4,1,2,15,True,0.6441947565543071
43,4,1,2,15,False,0.6525046816479401
43,4,1,2,20,True,0.7502160760587727
43,4,1,2,20,False,0.7546610692678108
43,4,1,2,30,True,0.7264530448051048
43,4,1,2,30,False,0.7682064086558469
43,4,1,3,15,True,0.6862125468164794
43,4,1,3,15,False,0.637874531835206
43,4,1,3,20,True,0.7147796024200519
43,4,1,3,20,False,0.7628102234843808
43,4,1,3,30,True,0.6889998612845055
43,4,1,3,30,False,0.7881814398668331
43,4,3,0,15,True,0.7179307116104869
43,4,3,0,15,False,0.6748595505617978
43,4,3,0,20,True,0.7484874675885912
43,4,3,0,20,False,0.7999753055932831
43,4,3,0,30,True,0.7425440421695103
43,4,3,0,30,False,0.780829518657234
43,4,3,1,15,True,0.6871488764044944
43,4,3,1,15,False,0.6523876404494382
43,4,3,1,20,True,0.7498456599580196
43,4,3,1,20,False,0.7761452031114953
43,4,3,1,30,True,0.6942710500762935
43,4,3,1,30,False,0.7579414620613123
43,4,3,2,15,True,0.6441947565543071
43,4,3,2,15,False,0.6333099250936329
43,4,3,2,20,True,0.7502160760587727
43,4,3,2,20,False,0.7576243980738363
43,4,3,2,30,True,0.7264530448051048
43,4,3,2,30,False,0.7515605493133583
43,4,3,3,15,True,0.6862125468164794
43,4,3,3,15,False,0.634246254681648
43,4,3,3,20,True,0.7147796024200519
43,4,3,3,20,False,0.7523151006297074
43,4,3,3,30,True,0.6889998612845055
43,4,3,3,30,False,0.7562768761270634
43,4,5,0,15,True,0.7179307116104869
43,4,5,0,15,False,0.7411048689138576
43,4,5,0,20,True,0.7484874675885912
43,4,5,0,20,False,0.805901963205334
43,4,5,0,30,True,0.7425440421695103
43,4,5,0,30,False,0.7604383409626855
43,4,5,1,15,True,0.6871488764044944
43,4,5,1,15,False,0.6484082397003745
43,4,5,1,20,True,0.7498456599580196
43,4,5,1,20,False,0.8066427954068404
43,4,5,1,30,True,0.6942710500762935
43,4,5,1,30,False,0.7378277153558053
43,4,5,2,15,True,0.6441947565543071
43,4,5,2,15,False,0.6413857677902621
43,4,5,2,20,True,0.7502160760587727
43,4,5,2,20,False,0.7665143844919126
43,4,5,2,30,True,0.7264530448051048
43,4,5,2,30,False,0.7378277153558053
43,4,5,3,15,True,0.6862125468164794
43,4,5,3,15,False,0.6175093632958801
43,4,5,3,20,True,0.7147796024200519
43,4,5,3,20,False,0.7435485862452155
43,4,5,3,30,True,0.7039811346927451
43,4,5,3,30,False,0.7707032875572202
44,0,1,0,15,True,0.6592261904761905
44,0,1,0,15,False,0.6411210317460317
44,0,1,0,20,True,0.6138147566718996
44,0,1,0,20,False,0.6828885400313972
44,0,1,0,30,True,0.6174309229864785
44,0,1,0,30,False,0.6672545561434451
44,0,1,1,15,True,0.6521577380952381
44,0,1,1,15,False,0.605406746031746
44,0,1,1,20,True,0.6580324437467294
44,0,1,1,20,False,0.662742019884877
44,0,1,1,30,True,0.6240446796002351
44,0,1,1,30,False,0.6568195179306291
44,0,1,2,15,True,0.6448412698412699
44,0,1,2,15,False,0.6276041666666666
44,0,1,2,20,True,0.6933542647828362
44,0,1,2,20,False,0.6440345368916798
44,0,1,2,30,True,0.6144914756025868
44,0,1,2,30,False,0.6202233980011758
44,0,1,3,15,True,0.6530257936507936
44,0,1,3,15,False,0.6134672619047619
44,0,1,3,20,True,0.6293825222396651
44,0,1,3,20,False,0.6015175300889587
44,0,1,3,30,True,0.6030276308054086
44,0,1,3,30,False,0.6000881834215167
44,0,3,0,15,True,0.6592261904761905
44,0,3,0,15,False,0.6587301587301587
44,0,3,0,20,True,0.6138147566718996
44,0,3,0,20,False,0.641810570381999
44,0,3,0,30,True,0.6174309229864785
44,0,3,0,30,False,0.6213991769547325
44,0,3,1,15,True,0.6521577380952381
44,0,3,1,15,False,0.6529017857142857
44,0,3,1,20,True,0.6580324437467294
44,0,3,1,20,False,0.6416797488226059
44,0,3,1,30,True,0.6240446796002351
44,0,3,1,30,False,0.647119341563786
44,0,3,2,15,True,0.6448412698412699
44,0,3,2,15,False,0.6325644841269841
44,0,3,2,20,True,0.6933542647828362
44,0,3,2,20,False,0.5996860282574569
44,0,3,2,30,True,0.6144914756025868
44,0,3,2,30,False,0.6494708994708994
44,0,3,3,15,True,0.6530257936507936
44,0,3,3,15,False,0.6325644841269841
44,0,3,3,20,True,0.6293825222396651
44,0,3,3,20,False,0.5991627420198848
44,0,3,3,30,True,0.6030276308054086
44,0,3,3,30,False,0.5934744268077602
44,0,5,0,15,True,0.6592261904761905
44,0,5,0,15,False,0.6462053571428571
44,0,5,0,20,True,0.6138147566718996
44,0,5,0,20,False,0.6674515960230246
44,0,5,0,30,True,0.6174309229864785
44,0,5,0,30,False,0.6463844797178131
44,0,5,1,15,True,0.6521577380952381
44,0,5,1,15,False,0.6467013888888888
44,0,5,1,20,True,0.6580324437467294
44,0,5,1,20,False,0.6649659863945578
44,0,5,1,30,True,0.6240446796002351
44,0,5,1,30,False,0.6587301587301587
44,0,5,2,15,True,0.6448412698412699
44,0,5,2,15,False,0.615203373015873
44,0,5,2,20,True,0.6933542647828362
44,0,5,2,20,False,0.6278126635269492
44,0,5,2,30,True,0.6144914756025868
44,0,5,2,30,False,0.6344797178130511
44,0,5,3,15,True,0.6530257936507936
44,0,5,3,15,False,0.6283482142857143
44,0,5,3,20,True,0.6293825222396651
44,0,5,3,20,False,0.6299058084772371
44,0,5,3,30,True,0.6030276308054086
44,0,5,3,30,False,0.5761316872427984
44,1,1,0,15,True,0.5729166666666666
44,1,1,0,15,False,0.5641957364341085
44,1,1,0,20,True,0.6381293125479172
44,1,1,0,20,False,0.62509583439816
44,1,1,0,30,True,0.7637094458799886
44,1,1,0,30,False,0.7484926787252368
44,1,1,1,15,True,0.591812015503876
44,1,1,1,15,False,0.6380813953488372
44,1,1,1,20,True,0.6263736263736264
44,1,1,1,20,False,0.6097623306925632
44,1,1,1,30,True,0.7416020671834626
44,1,1,1,30,False,0.7482055699109963
44,1,1,2,15,True,0.5479651162790697
44,1,1,2,15,False,0.6053779069767442
44,1,1,2,20,True,0.6069511883465372
44,1,1,2,20,False,0.6342959366215181
44,1,1,2,30,True,0.7243755383290267
44,1,1,2,30,False,0.6950904392764858
44,1,1,3,15,True,0.6148255813953488
44,1,1,3,15,False,0.625
44,1,1,3,20,True,0.615895732174802
44,1,1,3,20,False,0.6741630462560695
44,1,1,3,30,True,0.7114556416881999
44,1,1,3,30,False,0.6770025839793282
44,1,3,0,15,True,0.5729166666666666
44,1,3,0,15,False,0.5869670542635659
44,1,3,0,20,True,0.6381293125479172
44,1,3,0,20,False,0.6861742908254537
44,1,3,0,30,True,0.7637094458799886
44,1,3,0,30,False,0.7387309790410566
44,1,3,1,15,True,0.591812015503876
44,1,3,1,15,False,0.6288759689922481
44,1,3,1,20,True,0.6263736263736264
44,1,3,1,20,False,0.6342959366215181
44,1,3,1,30,True,0.7416020671834626
44,1,3,1,30,False,0.6792994544932529
44,1,3,2,15,True,0.5479651162790697
44,1,3,2,15,False,0.5692829457364341
44,1,3,2,20,True,0.6069511883465372
44,1,3,2,20,False,0.6547406082289803
44,1,3,2,30,True,0.7243755383290267
44,1,3,2,30,False,0.6815963250071777
44,1,3,3,15,True,0.6148255813953488
44,1,3,3,15,False,0.5981104651162791
44,1,3,3,20,True,0.615895732174802
44,1,3,3,20,False,0.6340403782264248
44,1,3,3,30,True,0.7114556416881999
44,1,3,3,30,False,0.664944013781223
44,1,5,0,15,True,0.5729166666666666
44,1,5,0,15,False,0.6044089147286822
44,1,5,0,20,True,0.6381293125479172
44,1,5,0,20,False,0.6496294403271148
44,1,5,0,30,True,0.7637094458799886
44,1,5,0,30,False,0.732701693942004
44,1,5,1,15,True,0.591812015503876
44,1,5,1,15,False,0.6349321705426356
44,1,5,1,20,True,0.6263736263736264
44,1,5,1,20,False,0.6616406848964989
44,1,5,1,30,True,0.7416020671834626
44,1,5,1,30,False,0.6525983347688774
44,1,5,2,15,True,0.5479651162790697
44,1,5,2,15,False,0.6080426356589147
44,1,5,2,20,True,0.6069511883465372
44,1,5,2,20,False,0.6304625606951189
44,1,5,2,30,True,0.7243755383290267
44,1,5,2,30,False,0.6609244903818547
44,1,5,3,15,True,0.6148255813953488
44,1,5,3,15,False,0.6455910852713178
44,1,5,3,20,True,0.615895732174802
44,1,5,3,20,False,0.6539739330437004
44,1,5,3,30,True,0.7114556416881999
44,1,5,3,30,False,0.6040769451622164
44,2,1,0,15,True,0.5302646396396397
44,2,1,0,15,False,0.5406813063063063
44,2,1,0,20,True,0.5463320463320464
44,2,1,0,20,False,0.5196020196020196
44,2,1,0,30,True,0.5246913580246914
44,2,1,0,30,False,0.5617283950617284
44,2,1,1,15,True,0.5130912162162162
44,2,1,1,15,False,0.5242117117117117
44,2,1,1,20,True,0.5129195129195129
44,2,1,1,20,False,0.52999702999703
44,2,1,1,30,True,0.5276943610276944
44,2,1,1,30,False,0.5298631965298632
44,2,1,2,15,True,0.5267454954954955
44,2,1,2,15,False,0.5346283783783784
44,2,1,2,20,True,0.5402435402435403
44,2,1,2,20,False,0.4899019899019899
44,2,1,2,30,True,0.5183516850183517
44,2,1,2,30,False,0.5206873540206873
44,2,1,3,15,True,0.5092905405405406
44,2,1,3,15,False,0.48620495495495497
44,2,1,3,20,True,0.4950994950994951
44,2,1,3,20,False,0.4501039501039501
44,2,1,3,30,True,0.48665331998665334
44,2,1,3,30,False,0.4831498164831498
44,2,3,0,15,True,0.5302646396396397
44,2,3,0,15,False,0.551661036036036
44,2,3,0,20,True,0.5463320463320464
44,2,3,0,20,False,0.5175230175230175
44,2,3,0,30,True,0.5246913580246914
44,2,3,0,30,False,0.5378712045378712
44,2,3,1,15,True,0.5130912162162162
44,2,3,1,15,False,0.5191441441441441
44,2,3,1,20,True,0.5129195129195129
44,2,3,1,20,False,0.5276210276210276
44,2,3,1,30,True,0.5276943610276944
44,2,3,1,30,False,0.5498832165498833
44,2,3,2,15,True,0.5267454954954955
44,2,3,2,15,False,0.48986486486486486
44,2,3,2,20,True,0.5402435402435403
44,2,3,2,20,False,0.4899019899019899
44,2,3,2,30,True,0.5183516850183517
44,2,3,2,30,False,0.488988988988989
44,2,3,3,15,True,0.5092905405405406
44,2,3,3,15,False,0.48057432432432434
44,2,3,3,20,True,0.4950994950994951
44,2,3,3,20,False,0.4602019602019602
44,2,3,3,30,True,0.48665331998665334
44,2,3,3,30,False,0.4696363029696363
44,2,5,0,15,True,0.5302646396396397
44,2,5,0,15,False,0.5648930180180181
44,2,5,0,20,True,0.5463320463320464
44,2,5,0,20,False,0.524057024057024
44,2,5,0,30,True,0.5246913580246914
44,2,5,0,30,False,0.5285285285285285
44,2,5,1,15,True,0.5130912162162162
44,2,5,1,15,False,0.5104166666666666
44,2,5,1,20,True,0.5129195129195129
44,2,5,1,20,False,0.5049005049005049
44,2,5,1,30,True,0.5276943610276944
44,2,5,1,30,False,0.5435435435435435
44,2,5,2,15,True,0.5267454954954955
44,2,5,2,15,False,0.4925394144144144
44,2,5,2,20,True,0.5402435402435403
44,2,5,2,20,False,0.49925749925749924
44,2,5,2,30,True,0.5183516850183517
44,2,5,2,30,False,0.5065065065065065
44,2,5,3,15,True,0.5092905405405406
44,2,5,3,15,False,0.4871903153153153
44,2,5,3,20,True,0.4950994950994951
44,2,5,3,20,False,0.47000297000297
44,2,5,3,30,True,0.48665331998665334
44,2,5,3,30,False,0.482982982982983
44,3,1,0,15,True,0.6584095528455285
44,3,1,0,15,False,0.6534552845528455
44,3,1,0,20,True,0.6594746716697936
44,3,1,0,20,False,0.626641651031895
44,3,1,0,30,True,0.7006925624811804
44,3,1,0,30,False,0.6863896416741945
44,3,1,1,15,True,0.6544715447154471
44,3,1,1,15,False,0.6572662601626016
44,3,1,1,20,True,0.6356204770838917
44,3,1,1,20,False,0.6345483784508175
44,3,1,1,30,True,0.7028003613369467
44,3,1,1,30,False,0.6576332429990966
44,3,1,2,15,True,0.6526930894308943
44,3,1,2,15,False,0.5962906504065041
44,3,1,2,20,True,0.6519699812382739
44,3,1,2,20,False,0.6361565264004289
44,3,1,2,30,True,0.6872929840409515
44,3,1,2,30,False,0.6476964769647696
44,3,1,3,15,True,0.6620934959349594
44,3,1,3,15,False,0.5964176829268293
44,3,1,3,20,True,0.6440632538193514
44,3,1,3,20,False,0.5451621549182525
44,3,1,3,30,True,0.70581150255947
44,3,1,3,30,False,0.6550737729599518
44,3,3,0,15,True,0.6584095528455285
44,3,3,0,15,False,0.6534552845528455
44,3,3,0,20,True,0.6594746716697936
44,3,3,0,20,False,0.6344143661216832
44,3,3,0,30,True,0.6960252935862692
44,3,3,0,30,False,0.6779584462511292
44,3,3,1,15,True,0.6544715447154471
44,3,3,1,15,False,0.6082317073170732
44,3,3,1,20,True,0.6356204770838917
44,3,3,1,20,False,0.6427231305280086
44,3,3,1,30,True,0.6781090033122553
44,3,3,1,30,False,0.6626016260162602
44,3,3,2,15,True,0.6526930894308943
44,3,3,2,15,False,0.569994918699187
44,3,3,2,20,True,0.6519699812382739
44,3,3,2,20,False,0.603725542749933
44,3,3,2,30,True,0.6872929840409515
44,3,3,2,30,False,0.6321890996687745
44,3,3,3,15,True,0.6620934959349594
44,3,3,3,15,False,0.5981961382113821
44,3,3,3,20,True,0.6440632538193514
44,3,3,3,20,False,0.6230233181452693
44,3,3,3,30,True,0.70581150255947
44,3,3,3,30,False,0.63354411321891
44,3,5,0,15,True,0.6584095528455285
44,3,5,0,15,False,0.6286839430894309
44,3,5,0,20,True,0.6594746716697936
44,3,5,0,20,False,0.6302599839185204
44,3,5,0,30,True,0.6960252935862692
44,3,5,0,30,False,0.673291177356218
44,3,5,1,15,True,0.6544715447154471
44,3,5,1,15,False,0.6403709349593496
44,3,5,1,20,True,0.6356204770838917
44,3,5,1,20,False,0.621415170195658
44,3,5,1,30,True,0.6781090033122553
44,3,5,1,30,False,0.647094248720265
44,3,5,2,15,True,0.6526930894308943
44,3,5,2,15,False,0.5848577235772358
44,3,5,2,20,True,0.6519699812382739
44,3,5,2,20,False,0.6220852318413294
44,3,5,2,30,True,0.6872929840409515
44,3,5,2,30,False,0.6445347786811202
44,3,5,3,15,True,0.6620934959349594
44,3,5,3,15,False,0.5985772357723578
44,3,5,3,20,True,0.6440632538193514
44,3,5,3,20,False,0.5991691235593675
44,3,5,3,30,True,0.70581150255947
44,3,5,3,30,False,0.6252634748569708
44,4,1,0,15,True,0.7859316479400749
44,4,1,0,15,False,0.762874531835206
44,4,1,0,20,True,0.7913322632423756
44,4,1,0,20,False,0.7529324607976293
44,4,1,0,30,True,0.7550284366763768
44,4,1,0,30,False,0.7933139131641004
44,4,1,1,15,True,0.7327949438202247
44,4,1,1,15,False,0.7635767790262172
44,4,1,1,20,True,0.7294727744165946
44,4,1,1,20,False,0.7913322632423756
44,4,1,1,30,True,0.743792481620197
44,4,1,1,30,False,0.7694548481065335
44,4,1,2,15,True,0.7182818352059925
44,4,1,2,15,False,0.7446161048689138
44,4,1,2,20,True,0.6993455982220027
44,4,1,2,20,False,0.7492282997900975
44,4,1,2,30,True,0.7457344985434873
44,4,1,2,30,False,0.7841586905257317
44,4,1,3,15,True,0.7427434456928839
44,4,1,3,15,False,0.704002808988764
44,4,1,3,20,True,0.7552784294357328
44,4,1,3,20,False,0.7684899370292628
44,4,1,3,30,True,0.7288112082119573
44,4,1,3,30,False,0.8069080316271328
44,4,3,0,15,True,0.7859316479400749
44,4,3,0,15,False,0.7713014981273408
44,4,3,0,20,True,0.7913322632423756
44,4,3,0,20,False,0.7536732929991357
44,4,3,0,30,True,0.7550284366763768
44,4,3,0,30,False,0.7412956027188237
44,4,3,1,15,True,0.7327949438202247
44,4,3,1,15,False,0.756437265917603
44,4,3,1,20,True,0.7294727744165946
44,4,3,1,20,False,0.7620693912828744
44,4,3,1,30,True,0.743792481620197
44,4,3,1,30,False,0.7855458454709391
44,4,3,2,15,True,0.7182818352059925
44,4,3,2,15,False,0.7391151685393258
44,4,3,2,20,True,0.6993455982220027
44,4,3,2,20,False,0.7593530065440178
44,4,3,2,30,True,0.7457344985434873
44,4,3,2,30,False,0.7680676931613262
44,4,3,3,15,True,0.7427434456928839
44,4,3,3,15,False,0.7459035580524345
44,4,3,3,20,True,0.7552784294357328
44,4,3,3,20,False,0.7457710828497346
44,4,3,3,30,True,0.7288112082119573
44,4,3,3,30,False,0.7593286170065197
44,4,5,0,15,True,0.7859316479400749
44,4,5,0,15,False,0.7659176029962547
44,4,5,0,20,True,0.7913322632423756
44,4,5,0,20,False,0.77009507346586
44,4,5,0,30,True,0.7550284366763768
44,4,5,0,30,False,0.7799972256901095
44,4,5,1,15,True,0.7327949438202247
44,4,5,1,15,False,0.7899110486891385
44,4,5,1,20,True,0.7294727744165946
44,4,5,1,20,False,0.7456476108161502
44,4,5,1,30,True,0.743792481620197
44,4,5,1,30,False,0.7856845609654598
44,4,5,2,15,True,0.7182818352059925
44,4,5,2,15,False,0.7331460674157303
44,4,5,2,20,True,0.6993455982220027
44,4,5,2,20,False,0.7408322015063588
44,4,5,2,30,True,0.7363018449160771
44,4,5,2,30,False,0.7838812595366903
44,4,5,3,15,True,0.7427434456928839
44,4,5,3,15,False,0.7286985018726592
44,4,5,3,20,True,0.7552784294357328
44,4,5,3,20,False,0.7847882454624028
44,4,5,3,30,True,0.7288112082119573
44,4,5,3,30,False,0.813705090858649
