iter,target,param_beta,param_latent_dim,param_logvar,param_means,param_window_buffer,param_window_length
0,0.04835530736617344,0.8741722139252526,19.11285751537849,-0.07202423275437964,3.1939631788866647,1.312037280884873,28.479561626896214
1,0.0,0.30455050190275906,17.591170623948834,-0.5955399530271648,3.6863266000822046,1.041168988591605,93.59278817295954
2,0.0,1.6983967534407591,5.822103992208971,-2.2727001311715975,1.325320294340452,1.6084844859190754,57.98051453057903
3,0.10529288039176621,0.9775010335558083,7.242124523564755,-0.5525884211104821,1.1277223729341883,1.5842892970704363,45.308947463495336
4,0.03744649742703643,1.0209259715906647,16.133167305074245,-2.201304871366561,2.814054972861252,2.184829137724085,19.71603301759982
5,0.09666675626317023,1.475657176520733,7.482015485230768,-1.0694177103280724,1.3670373568551897,1.858297041742504,44.715378514010474
6,0.052400621166089234,0.2,2.6486558202721087,1.0,0.5,1.0,44.301883866253114
7,0.06026165659215171,0.2,10.511029743974849,1.0,0.5,1.0,46.36019444431349
8,0.06439199561833919,0.2,6.446456899532181,-2.6908064417295074,1.7314243959942928,1.0,47.307029214023274
9,0.0,2.0,6.670163009940487,1.0,2.191421056446303,3.0,46.35011013623051
10,0.07592012214222732,0.4262543185474097,7.754179366482541,-1.499460198696545,0.7281283094213763,1.0,45.131115756931216
11,0.09977026055719296,0.43074074523287226,6.705735599159655,-0.239450046213884,1.6713592669919672,1.7175984783737037,44.64654940720562
12,0.0,1.3477979690090576,6.905760053672442,0.08081968644807697,0.5,1.0,44.02495202221545
13,0.09731421012278535,0.5124212359352286,7.163677972296856,-1.1017065031557947,1.8161218484742647,1.910748282269097,45.220715264847165
14,0.11603290989714987,0.43118874298765775,7.99394372718294,-0.3117356846657866,1.4977876856751684,2.1154311252827553,44.92609836005811
15,0.06219839439699165,0.5428241493985317,8.75559433493528,-0.3180111451023242,2.3241703556821434,1.1281142141343732,45.52484459311154
16,0.11412810640437593,0.3146758871510919,7.361657533248371,-0.6633967338676422,0.809996915653977,2.7626508714257425,45.02305658925372
17,0.10640427049347767,1.226118842134104,8.796187034937843,0.02052734789288868,1.4070992794169053,2.6771500594186555,44.1119422685163
18,0.0,0.6982385360009246,8.344677550987065,-1.3722516042723325,0.501667350912013,2.598966056340763,45.276216082678516
19,0.09966215658547933,0.7363508419625606,7.606808834331002,-1.084227667038479,1.782004942524969,2.663308674922479,44.78649320091497
20,0.09508710547294108,0.6665468152292684,8.005938615311658,-0.0654389866036853,1.2839336281214015,2.664004100596156,43.59125072849061
21,0.0,1.767019361207937,7.645657552566588,0.31770605050787637,2.328677713496085,2.4076885857722226,43.97454830850346
22,0.0,0.2,7.2381968252298305,-0.045476230220833615,1.4365795988705696,2.7252532909007545,44.82023926042759
23,0.0,1.8459415601520963,4.389449665082631,-1.0025937794236581,3.9875913117962694,2.006958853371115,22.571685524944087
24,0.04901047442135659,1.334765454717737,5.6663408191902,-1.749468829235561,1.3927723092037727,1.3191180802012226,93.75675167997002
25,0.0,1.691317476259394,14.64317879459869,-2.533021427749245,2.390584995251187,1.1367583639541936,18.990730909859025
26,0.0,0.7136626307860015,12.267225606548681,-0.03237788313258738,4.609348173536677,1.1586340518906393,72.5557245919424
27,0.0,1.1652020132853809,19.81229486261178,-0.345665442224973,0.5162444820574672,2.0002156775553046,39.61012996550941
28,0.0,0.3178958866833999,7.726569849113543,-1.267935139940049,4.993941868331107,1.1286150274319109,71.69559925996938
29,0.0,1.1612570315114914,10.512349698573669,-2.9158525159200677,3.103342315578946,2.2591937557615362,66.56098510432409
30,0.08919062061612071,1.1079388883288346,7.868609292654397,-0.8638217702703015,1.4749343318963932,1.6885944062741598,45.96128029245975
31,0.0,1.6848237142568772,3.219151366746801,0.8289282175629542,2.029135042335368,1.0959601352523187,71.12466232745118
32,0.0,1.2715232133733452,2.356288923764675,-2.8663320758246607,1.461062341255143,1.5177715416443682,30.672831907567
33,0.0,1.255841771087405,8.144758406418902,-0.42531297316827565,1.0365337820385552,1.961162183869997,44.26022733628152
34,0.0,0.21458882375689456,7.927998483623644,-1.377893427986038,2.098907611576132,2.4092082273370323,45.293590934625335
35,0.0,0.7675152579427087,7.705968200325378,-1.335757869494108,3.3988200741274213,1.3797901673357182,80.18695037608784
36,0.0,0.2343208620958631,17.06330580199291,0.8812945564076746,3.621036802659989,2.8479183118803135,93.22907645808276
37,0.0,0.7087091083647007,7.473761071986155,-0.7593597927681383,1.3376292128202054,2.096779959671695,45.01975471064453
38,0.09965173696713414,1.6935529349871015,3.1538427922917567,-0.5507063720508203,1.7156132336019891,2.12119918169042,47.1239628527824
39,0.0,0.5271887679159684,2.638800074104411,-0.5698684378347738,2.4618249566736417,1.0113827448367059,38.067235510253624
40,0.03261231749990556,0.8615667364805846,10.35633590120804,0.15907819837289106,3.022342946241327,1.2951445517030111,23.348740317441973
41,0.05513953235667235,0.5113326463957532,16.296909759611175,-0.8193899918186696,2.363126051855322,1.4653011910734777,58.77839312544606
42,0.0,1.7517677250621089,15.683690099957296,-2.000964134055155,2.382266638381128,2.371744021067391,21.532661190088604
43,0.08946046837257265,1.0469754982760022,13.667063008898127,-1.7337453806667646,1.0943188650207916,2.274827392491516,39.825540104893726
44,0.0,1.6889810103809157,6.004403199259418,0.35887577064397735,2.235349001034022,1.097214965284651,93.71367078496787
45,0.0,0.4273891559955594,6.187978943727215,-1.1235576802889158,2.8868069028065566,1.664382945147069,75.37282527518684
46,0.0,1.5020452002066667,2.6043120017082932,-1.0139692379324141,4.947609515519438,1.5325027056533216,22.840252643817397
47,0.0,1.6484186381245913,16.203821143316656,-2.637337555823598,0.7035431706691917,2.816453246248125,66.06984636487965
48,0.0,1.963441925232203,6.95802825418377,-2.3732446125837026,3.736306507586934,1.6306072353299763,82.91094054463375
49,0.0,0.3849920503823734,6.041017251147685,0.9748108493167691,4.517382424790825,2.1228981314633715,80.04612675306302
50,0.0,0.49367880551595167,16.953675330334995,-2.7482176965484038,2.639749141208627,2.8027740754846144,68.0552067069527
51,0.03232980328117674,1.45365807960343,14.581705930304278,-0.49036178965940636,1.4839374145116686,1.5543410748851865,17.087595736086293
52,0.0,0.8119438936068117,6.838245723677474,-2.79149091019989,4.836710898631646,2.5549309974263057,22.05408431333899
53,0.053629943397298374,0.4864627292802728,18.26868366890048,0.2373374324079589,0.629818200348941,2.9580307849230265,25.915389398292582
54,0.0,1.05889808563252,12.889992542569205,0.7187806506334864,4.5907553613007375,2.473675151974917,34.21266119207629
55,0.0,1.0289060899671227,12.965657158353796,-0.4436249837946682,4.94211489300153,2.9198723640005686,74.15337498791102
56,0.08444986525776349,0.32388031677415136,18.94518092029155,-1.1944391391320486,0.8845612517652008,2.108167804430619,79.19733137801036
57,0.0,0.6428340608485642,16.662454002209323,-1.8881645259139388,3.843070872610376,1.4364817094448263,35.26128177335503
58,0.0,0.5970754270658725,13.888103685408296,-1.1406109360245202,3.431568363627246,2.799084300082356,92.55562180446938
59,0.03606408939270633,1.0394041242656875,7.744110213476853,-1.6936944804251937,1.8904520624903638,1.9837089113540938,19.83745564163693
60,0.0,1.6497153527055686,15.115122039743873,-1.5407987787917405,2.2648727934207096,1.9018355980620214,68.79810959328167
61,0.0,0.9155786030196391,12.357090446527085,0.17655840666814226,1.6084398516153413,1.7893162818440955,69.10690679278004
62,0.08193360454319909,0.8478279280411221,8.569246213475784,-0.4245235283652047,1.207797819400101,2.339474372588584,73.91721526158429
63,0.0,1.1549814578727609,5.399330025632963,-2.6809783700217653,3.1267236212411653,2.8941884079759275,58.404991925027495
64,0.0,1.3374401306277064,15.499007785592426,0.25098078147717295,3.0793691024336134,2.6372042379023295,91.83178257740599
65,0.0,0.5098631699401636,13.531555944575823,-0.457379550029406,4.248711009686007,2.5504603238428523,77.0973356217302
66,0.04344876124664304,0.7980167282629558,12.423242066155808,-2.7811798985478005,1.2078873735225437,2.195941468773702,18.631534744244153
67,0.020941472964586705,0.47981273605134744,16.642029291374445,0.7522217743882389,3.0818612055678574,2.545575101868404,60.84446337736303
68,0.0,1.5839618251188319,8.649139463931924,-0.042925764342346184,3.442922926621116,1.9011893823286496,94.61639720340725
69,0.0,1.352127257192391,12.641620342943193,0.28413143912850103,1.2632277377289416,2.7735700747601837,91.44969515069792
70,0.0,1.529584207783569,14.781266747180407,-2.055759675682007,3.0174326292204348,1.5886583310247968,25.720470428304672
71,0.005129462263462337,0.291852301793066,16.463576363873663,0.8180680194962813,4.0938894604117415,2.775131835535121,25.82258657987094
72,0.0772810016290163,0.464273308354522,12.461884122341107,-2.778849283268271,0.7469483041649312,2.113430943184632,87.38144124021059
73,0.0,1.6251946116926013,4.240523738100159,-1.9119639259129975,2.931098085840075,2.3863426113025157,82.58980854722031
74,0.0,0.8869875998708812,6.409751708328996,-1.0950866812953088,3.2911595549125447,2.919767991734382,90.1979811527379
75,0.0,0.8588078445212788,17.77666805921598,0.3349206149717534,3.9100244246391442,2.748881952158907,72.70676364619715
76,0.0,1.3823424322636648,13.106592790682836,-0.2724356056045396,1.1871961840160283,1.0641272224110365,85.7021119334872
77,0.0,1.0233602273481812,5.574072571711866,0.3567122588120055,4.659488315871609,1.8405711845305648,35.74927384772239
78,0.0,1.2209305569544748,15.328851347242034,-0.6173976146773841,2.9480165898393924,1.8867342823586424,23.454799223246084
79,0.08509397450179101,0.7007900724565059,19.591026735311903,0.9149813365251607,2.441442789525146,2.7400518813216164,42.18578954065049
80,0.0,1.4613275751102894,2.618908038602781,0.2516695328908338,0.645986791544978,2.67632869502071,89.03655539477792
81,0.0,1.7938183431929295,14.134525448162044,-0.9200555027494137,3.329432343911501,1.4094361578029122,94.19350626862486
82,0.0,1.1515714349943798,15.104244339530325,-0.5436649178863062,4.795053998084706,2.035856157774624,20.76967274168757
83,0.0,1.7252211816961203,12.463932655931389,-1.497971286591571,0.5550364068046176,1.8172573771508214,39.34304457365201
84,0.0,1.28620267284469,10.383673209876035,-1.7809642388039588,2.612628042391269,1.0806700128023237,78.32988320496888
85,0.002473913170789044,0.8591309610643325,11.424658305244494,0.5532673923078253,3.1815397963128857,2.6028289359137218,46.780074496651665
86,0.0,1.7405040031793577,6.691713731053753,-1.0220086429397082,4.3322982226188875,2.0660561309105714,73.78701122514323
87,0.08894902484910239,0.8680195767656482,3.811123851666582,-0.3213324905807067,2.3102269394663733,2.5204590126327084,66.30370243638866
88,0.051278423855370237,0.3780720967720177,7.588604084343842,0.3611315069916361,2.7887837937792965,2.6603485118430994,19.51057791302333
89,0.06245907805798989,0.6942139554895788,4.017771023594289,0.8816816122775717,3.579432937602522,1.8206848325366185,78.41589656505988
90,0.0,1.0500516815817038,5.024549135477619,-1.9147896574448784,2.201189709287568,1.9200967235618822,66.46051641417881
91,0.08414351877505255,0.7775776996737327,18.759773594833323,-2.8536508774429477,1.3657813897509712,2.5744597146977313,31.379776303291735
92,0.0,0.20034470989276384,12.586816669382946,-1.885484325365737,2.5068924996623436,1.6040732548329142,75.47399048697372
93,0.0,1.422167223926991,9.170147856125837,0.6387885711486638,4.60012090934527,2.1225261945777856,34.92430014298338
94,0.0,1.1341051864953453,8.789326551599869,-2.917277250306676,3.6927157205668055,2.9465166776739933,94.30619813414417
95,0.0,0.5631101789452342,7.911990633881507,-2.402528300534988,3.8224372610332074,1.342721042437529,34.06697863011304
96,0.0,0.9122602349012154,12.825167579592257,0.47453431379611155,4.613115560673423,1.9781495583298336,30.421221993991573
97,0.0,0.4061655178048491,19.739869699182567,0.8301340054059247,3.498250500017015,1.3498381206839465,60.74393059327269
98,0.0,1.8524048104328839,6.634124742890822,0.24532758446261393,4.0645247238861515,1.9732918515631295,38.27466763078674
99,0.0007486129529926666,0.5913190413226486,19.01621089064395,-1.2546249469767,2.668888482894808,2.332673055037752,79.5125107318461
100,0.02339053713526873,0.7531281067487097,12.753132246158074,0.007771861930663704,2.3501745877324067,1.2818188579174339,16.7130806997535
101,0.08154267134109427,1.701387882826314,12.269294192552097,-1.5548138646596663,1.1583517028344723,2.0915802309936846,48.392744544733844
102,0.01884486141212216,1.9324030324307457,3.359949284263998,-0.9658473270196231,1.3189435227976885,1.2017655394276832,55.74772713361935
103,0.0,1.212240254845867,13.06763101998228,-1.5157909904420763,3.609270336083095,1.8054866677618884,70.5492481031973
104,0.0,0.4897861196708692,18.21535359349864,-1.7696691185849294,3.870689841665733,1.865187237394887,21.06924560240913
