iter,target,param_k1,param_k2,param_k3,param_k4,param_k5,param_lam_mmd,param_latent_dim,param_logvar,param_means,param_mmd_sigma,param_out1,param_out2,param_out3,param_out4,param_out5,param_window_buffer,param_window_length
0,0.062175573261357975,8.243561663863074,16.310000289738827,13.247915185359671,11.381218778758512,5.1842609661941115,12.01975341512912,2.755086958186593,0.4647045830997407,2.002787529358022,3.832290311184182,18.305463361129874,124.62990344214336,109.23357576964723,39.781980395966926,36.364396327195266,1.6834045098534338,46.60362766205781
1,0.0,10.346590042851329,9.047230260989622,7.077207962772587,11.565940526113312,4.9529140491285855,18.146509184084817,6.762703962817993,-1.1757200631318563,2.462939903482534,1.798695128633439,73.59425710232449,82.35043171254875,21.202446224639743,84.0450234129611,35.09870185297665,1.5650515929852795,77.54650578816
2,0.0,16.51884846304383,14.317562873630456,7.26459276842719,4.367409596089374,12.579262371170197,24.80686221828206,3.586497052982125,-1.0192923595549193,0.585971302788046,4.637281608315128,44.983357939201895,90.20249584764598,50.911640522014025,74.24761837191481,77.23155128644731,1.6848544555255272,78.54006213269881
3,0.020878249474351684,13.851859527055604,16.15298518189865,15.527582905987083,11.370599703355191,15.906239290323636,8.982162592336378,4.547777211448888,-2.8190908443578477,1.313325826908161,2.554709158757928,46.391091558676344,108.81860102501608,55.956372589682,47.46466508498665,76.78196131372383,1.6409242249747626,70.5054550761939
4,0.004012856340983306,4.043709011516792,16.816417112407244,13.811426770153204,5.782019541478414,3.0773096397304336,41.695764280467536,11.189145470019023,-0.08397132783605077,2.4281758667148643,1.2961786069363614,56.14816159695853,28.977334666814528,112.66758369806648,85.80939020468648,53.06057878349671,1.5635583502860237,46.927151442351786
5,0.18670024117729256,7.552566508374459,13.214486496732897,11.925804598972984,15.420978396068572,9.61100895226729,10.381741067223576,11.272182233898935,0.043140194467589765,1.9031929939237406,4.083868719818244,71.30510679281176,74.54607689078333,63.88459405615756,18.846942195338663,28.0838398232501,1.5314291856867341,62.54769974066146
6,0.1108146353967614,7.400983735068573,10.119989676305838,15.705930634965302,6.490091208084249,8.745360922498817,38.99980123443719,4.974376151391092,-2.692080360684828,1.2243786322844201,1.6448851490160177,120.12613706236819,106.5094825112147,86.94122072916743,113.60358610102438,106.01127261270082,1.6865700588860357,74.84283192751893
7,0.060497381831715435,10.55079138681911,14.304162172296875,15.545278198928905,7.452048649606095,4.540726943387474,15.257082314387375,7.552401252141332,0.27205906368997246,2.6518264581408584,1.0278085221247628,73.20369788868736,62.75003235266325,40.876074772721786,29.424921141372472,53.812899197206335,2.442909703912519,47.513740736996255
8,0.05507829304187528,10.263068704407125,12.84226542453249,8.090814433310115,16.604949158093447,16.474262129189558,16.330203312141386,8.464230576601011,-1.7964867607329214,1.2121012359436691,1.1475477894181312,84.27120540574845,72.30005060163248,21.76562013999881,47.20840399450048,117.72577922826521,1.7395618906669723,38.95495386037871
9,0.10875010035775945,9.852338643885883,16.79910635754841,6.388773801161006,12.4098976636823,13.662674614602047,15.693689479657985,11.466812531954174,-1.528867469122987,2.080764576483949,3.534118843043579,76.00676461637295,26.11245424609373,109.55387950599466,51.92736727683442,36.89007316478367,1.540775141554764,60.362861273035605
10,0.04010193344101448,12.485901065791953,3.2322296049899863,10.169302816189933,6.170940852771132,12.032419065732299,12.846489305224615,10.982190595332057,-1.4530586147978504,2.8418249718418362,1.550083776583973,54.19943131762895,28.709034378945976,119.56568524719903,114.26200757866988,44.88946230409743,2.159984046034179,71.22666560965837
11,0.055498703197777444,10.772811362392472,10.415108096984092,6.385932072606323,4.303438749282589,15.561020611346574,45.51881257234987,10.230318944552483,-1.6438808358051973,1.3730239365316521,3.9038227154809575,116.47634911468863,115.35367951769314,103.34606113605388,87.90754436928023,25.42367607944547,1.6616287140946138,75.1306010492998
12,0.06400241809123561,11.49000683523426,3.1287587226328153,4.420601600124449,12.289024767512782,3.0708621738470616,12.236362313787438,9.13353926176562,-0.232419209229227,2.1299031487565014,1.8970772378422391,95.76407279092402,42.571897799641604,52.444766193837985,99.6070373732187,88.75888469328804,2.349223410494178,63.56541883041648
13,0.030442297997201495,10.956320446696603,4.311446749593294,8.148021242832069,6.712833147544156,6.4158550073071705,48.785474963860054,7.110270420667885,0.5681862207084531,2.0778465649931572,4.179245214166594,72.29535442778152,80.61323507815221,71.16198170771275,37.86721463338098,96.91463690928859,1.7807723624408558,33.16716638870979
14,0.02181989989373956,12.03661214270035,5.479549511698686,16.1664201809408,16.355000078036223,15.80810146308628,21.657141511495,2.2009360148752766,0.7132742503509015,1.5704603707932858,4.866619276174678,123.92543743399632,111.53705901234433,48.978275911793595,59.130945603415626,111.32730720988798,1.8169220051562776,40.13565184093244
15,0.04974736406457375,10.795217674416902,16.106166838250935,12.744417153449621,10.98085638125111,4.36047091279076,32.67532520146264,14.870700051355422,-2.439663939053904,1.795824130909342,4.509492287711822,98.9660851884709,94.06576299147001,94.67821740655624,56.26300893661258,48.88228655762326,2.3093611554785136,70.88544294460067
16,0.001730005607429752,15.139012460121451,15.785367735790597,10.158793584053129,10.021228125620794,14.176132505534852,34.24837688499943,11.125569404350143,0.1831706777444042,2.7250133545439157,2.351980627406143,58.06529069567373,26.525977262177328,80.76737579157148,20.025534665235114,68.14697803083554,2.0426446347075764,45.753980102157655
17,0.0,11.27166564796615,3.427003499146692,3.522874642489002,14.516407849235215,8.04266897975768,10.717723069334816,8.789162380712456,0.07997421239444336,1.0395525687421079,3.491561903276001,25.558916079302016,21.78835277088406,75.51171873563257,76.55113362033194,87.39214896779913,2.2260913337226613,78.84089981420166
18,0.05568016532157061,10.228204876216735,7.521390621177444,14.132606726761852,6.791651517669039,9.145599889878905,8.530537160401968,2.3295596644009477,0.8505936587117002,2.5899503012805147,3.783896824374792,61.80272977439823,35.40896384793473,33.520948779161635,44.02720459443468,77.5133864470855,2.2145959227000622,63.6894740824511
19,0.0,6.919074557243199,16.368113929284718,13.33055683374076,10.76095673515961,11.56409044728093,23.882002809250547,5.220502863515047,-1.5761092853949537,2.3946152761609225,1.0575739545190235,29.000135736774617,21.152295906436308,20.561625859724657,111.8115854092328,94.80968025056265,1.9741738290873252,36.69603971124807
20,0.0921674654255688,7.002593312055023,13.650885184768601,11.205840977681705,15.016066798490789,9.43463010830482,8.864545491117669,11.295636680314745,-0.13431728507540625,1.8340916541620746,4.068943210691319,74.50178756639106,67.91418606554208,70.98038366490499,23.41764104711547,25.56124668392532,1.5607569532482395,62.05779380054035
21,0.0,16.478473589069676,14.651720072645642,12.96257584171083,3.784542205354871,11.829050268281845,28.909392030089524,10.296264483816264,-2.7710632613588495,1.7203128558961316,2.388604389569663,112.82949309836502,92.35786283633779,122.68778102624287,44.641228979364726,66.43055905741087,1.7372002308900107,79.67590244859468
22,0.0699705664555052,3.134849227703942,11.347378238299834,15.075617797395878,15.298732712650194,5.015327689723978,12.175019065460672,8.837272577180975,-0.2639096684220328,2.7615210296870036,4.931088857483908,76.52145507389878,79.03503944991745,49.64520040177944,34.42638478861279,28.549952128356335,1.6193153434118488,54.37439458394206
23,0.0009111828526100142,16.648007503216782,7.186908561030605,16.850752451316175,7.06326967033616,4.881199660596002,22.74660386531815,13.877749267446593,-0.3452411595073417,2.311987847627765,2.4525439367953217,102.76749340849838,73.11188244139689,103.0664985567413,20.97887429190812,47.158520092005325,1.6999239667989823,57.14526661958563
24,0.10147868614350153,8.08604946640926,4.987404598035612,14.22799889776696,15.994679965766,7.407975878070868,10.387813321027906,4.324802024330862,-2.5765049192221228,1.7346876237172968,2.506330945993451,64.37047945897486,82.32303663081186,51.41715707669397,31.23102382780806,30.57285063207423,1.7124721980724638,76.95757131465709
25,0.017858711355844548,12.52912164245412,11.846206648074185,12.916017396918011,14.240173432285891,9.994352609126164,20.671752920062318,11.233437153810199,-0.1605273618507712,1.7746453812260552,1.235956489408876,98.28118898800258,121.32518039849118,60.28747873131837,33.283575433690714,89.64345562519004,1.982977556260106,38.37224581730037
26,0.0970283356861692,9.725017045168427,12.603857234549087,5.457013609475725,6.598879317125407,14.25502814628407,5.71748348018268,2.3257537675994278,-0.9137284183064263,2.3177746318354195,4.360268805707272,68.74580400219199,76.42379846092231,74.67692845055889,25.271187849541228,19.67648552705881,1.6810731579701168,57.468427405583526
27,0.003133903625250678,8.570990942457492,11.388574875686908,11.292629051621834,13.975475067727524,10.402149075196485,10.09847036217382,8.271852594401105,-0.5478955270417036,1.944661142984622,3.785865464229258,67.64954412758942,79.33457919361663,60.76458730179342,19.536920608888924,28.13583998815641,1.5810400948900996,64.91354990149692
28,0.0,12.975748747120374,7.265284383133607,9.157459496912647,12.713883111880639,15.775293629574325,34.20242288020604,6.389878239605586,-0.6720530406708818,0.6737787697424936,2.6501705725135882,81.52808518846611,93.68629157116436,89.41634104918188,31.359020475769427,41.844567370993076,2.4306778672798157,36.00947775007548
